0|0|0|0|10|20|"Moist"|"191693170"|"119889776"
0|10|20|200|200|200|"Wet"|"191693170"|"119889777"
0|0|0|0|10|20|"Moist"|"191693171"|"119889778"
0|10|20|200|200|200|"Wet"|"191693171"|"119889779"
0|0|0|0|10|20|"Moist"|"191693172"|"119889780"
0|10|20|200|200|200|"Wet"|"191693172"|"119889781"
0|0|0|0|10|20|"Moist"|"191693173"|"119889782"
0|10|20|200|200|200|"Wet"|"191693173"|"119889783"
0|0|0|0|10|20|"Moist"|"191693174"|"119889784"
0|10|20|200|200|200|"Wet"|"191693174"|"119889785"
0|0|0|0|10|20|"Moist"|"191693175"|"119889786"
0|10|20|200|200|200|"Wet"|"191693175"|"119889787"
0|0|0|0|10|20|"Moist"|"191693176"|"119889788"
0|10|20|200|200|200|"Wet"|"191693176"|"119889789"
0|0|0|0|10|20|"Moist"|"191693177"|"119889790"
0|10|20|200|200|200|"Wet"|"191693177"|"119889791"
0|0|0|0|10|20|"Moist"|"191693214"|"119889792"
0|10|20|200|200|200|"Wet"|"191693214"|"119889793"
0|0|0|0|10|20|"Moist"|"191693215"|"119889794"
0|10|20|200|200|200|"Wet"|"191693215"|"119889795"
0|0|0|0|10|20|"Moist"|"191693216"|"119889796"
0|10|20|200|200|200|"Wet"|"191693216"|"119889797"
0|0|0|0|10|20|"Moist"|"191693217"|"119889798"
0|10|20|200|200|200|"Wet"|"191693217"|"119889799"
0|0|0|0|10|20|"Moist"|"191693218"|"119889800"
0|10|20|200|200|200|"Wet"|"191693218"|"119889801"
0|0|0|0|10|20|"Moist"|"191693219"|"119889802"
0|10|20|200|200|200|"Wet"|"191693219"|"119889803"
0|0|0|0|10|20|"Moist"|"191693220"|"119889804"
0|10|20|200|200|200|"Wet"|"191693220"|"119889805"
0|0|0|0|10|20|"Moist"|"191693221"|"119889806"
0|10|20|200|200|200|"Wet"|"191693221"|"119889807"
0|0|0|0|10|20|"Moist"|"191693222"|"119889808"
0|10|20|200|200|200|"Wet"|"191693222"|"119889809"
0|0|0|0|10|20|"Moist"|"191693223"|"119889810"
0|10|20|200|200|200|"Wet"|"191693223"|"119889811"
0|0|0|0|10|20|"Moist"|"191693224"|"119889812"
0|10|20|200|200|200|"Wet"|"191693224"|"119889813"
0|0|0|0|10|20|"Moist"|"191693225"|"119889814"
0|10|20|200|200|200|"Wet"|"191693225"|"119889815"
0|0|0|107|107|107||"191693226"|"119889816"
107|107|107|183|183|183|"Wet"|"191693226"|"119889817"
0|0|0|107|107|107||"191693227"|"119889818"
107|107|107|183|183|183|"Wet"|"191693227"|"119889819"
0|0|0|107|107|107||"191693228"|"119889820"
107|107|107|183|183|183|"Wet"|"191693228"|"119889821"
0|0|0|107|107|107||"191693229"|"119889822"
107|107|107|183|183|183|"Wet"|"191693229"|"119889823"
0|0|0|107|107|107||"191693230"|"119889824"
107|107|107|183|183|183|"Wet"|"191693230"|"119889825"
0|0|0|107|107|107||"191693231"|"119889826"
107|107|107|183|183|183|"Wet"|"191693231"|"119889827"
0|0|0|107|107|107||"191693232"|"119889828"
107|107|107|183|183|183|"Wet"|"191693232"|"119889829"
0|0|0|107|107|107||"191693233"|"119889830"
107|107|107|183|183|183|"Wet"|"191693233"|"119889831"
0|0|0|107|107|107||"191693234"|"119889832"
107|107|107|183|183|183|"Wet"|"191693234"|"119889833"
0|0|0|107|107|107||"191693235"|"119889834"
107|107|107|183|183|183|"Wet"|"191693235"|"119889835"
0|0|0|107|107|107||"191693236"|"119889836"
107|107|107|183|183|183|"Wet"|"191693236"|"119889837"
0|0|0|107|107|107||"191693237"|"119889838"
107|107|107|183|183|183|"Wet"|"191693237"|"119889839"
0|0|0|150|150|150|"Wet"|"191692986"|"119889624"
0|0|0|150|150|150|"Wet"|"191692987"|"119889625"
0|0|0|150|150|150|"Wet"|"191692988"|"119889626"
0|0|0|150|150|150|"Wet"|"191692989"|"119889627"
0|0|0|150|150|150|"Wet"|"191692990"|"119889628"
0|0|0|150|150|150|"Wet"|"191692991"|"119889629"
0|0|0|150|150|150|"Wet"|"191692992"|"119889630"
0|0|0|150|150|150|"Wet"|"191692993"|"119889631"
0|0|0|150|150|150|"Wet"|"191692994"|"119889632"
0|0|0|150|150|150|"Wet"|"191692995"|"119889633"
0|0|0|150|150|150|"Wet"|"191692996"|"119889634"
0|0|0|150|150|150|"Wet"|"191692997"|"119889635"
0|0|0|0|10|20|"Moist"|"191693010"|"119889636"
0|10|20|200|200|200|"Wet"|"191693010"|"119889637"
0|0|0|0|10|20|"Moist"|"191693011"|"119889638"
0|10|20|200|200|200|"Wet"|"191693011"|"119889639"
0|0|0|0|10|20|"Moist"|"191693012"|"119889640"
0|10|20|200|200|200|"Wet"|"191693012"|"119889641"
0|0|0|0|10|20|"Moist"|"191693013"|"119889642"
0|10|20|200|200|200|"Wet"|"191693013"|"119889643"
0|0|0|0|10|20|"Moist"|"191693014"|"119889644"
0|10|20|200|200|200|"Wet"|"191693014"|"119889645"
0|0|0|0|10|20|"Moist"|"191693015"|"119889646"
0|10|20|200|200|200|"Wet"|"191693015"|"119889647"
0|0|0|0|10|20|"Moist"|"191693016"|"119889648"
0|10|20|200|200|200|"Wet"|"191693016"|"119889649"
0|0|0|0|10|20|"Moist"|"191693017"|"119889650"
0|10|20|200|200|200|"Wet"|"191693017"|"119889651"
0|0|0|0|10|20|"Moist"|"191693018"|"119889652"
0|10|20|200|200|200|"Wet"|"191693018"|"119889653"
0|0|0|0|10|20|"Moist"|"191693019"|"119889654"
0|10|20|200|200|200|"Wet"|"191693019"|"119889655"
0|0|0|0|10|20|"Moist"|"191693020"|"119889656"
0|10|20|200|200|200|"Wet"|"191693020"|"119889657"
0|0|0|0|10|20|"Moist"|"191693021"|"119889658"
0|10|20|200|200|200|"Wet"|"191693021"|"119889659"
0|0|0|0|10|20|"Moist"|"191692938"|"119889576"
0|10|20|200|200|200|"Wet"|"191692938"|"119889577"
0|0|0|0|10|20|"Moist"|"191692939"|"119889578"
0|10|20|200|200|200|"Wet"|"191692939"|"119889579"
0|0|0|0|10|20|"Moist"|"191692940"|"119889580"
0|10|20|200|200|200|"Wet"|"191692940"|"119889581"
0|0|0|0|10|20|"Moist"|"191692941"|"119889582"
0|10|20|200|200|200|"Wet"|"191692941"|"119889583"
0|0|0|0|10|20|"Moist"|"191692942"|"119889584"
0|10|20|200|200|200|"Wet"|"191692942"|"119889585"
0|0|0|0|10|20|"Moist"|"191692943"|"119889586"
0|10|20|200|200|200|"Wet"|"191692943"|"119889587"
0|0|0|0|10|20|"Moist"|"191692944"|"119889588"
0|10|20|200|200|200|"Wet"|"191692944"|"119889589"
0|0|0|0|10|20|"Moist"|"191692945"|"119889590"
0|10|20|200|200|200|"Wet"|"191692945"|"119889591"
0|0|0|0|10|20|"Moist"|"191692946"|"119889592"
0|10|20|200|200|200|"Wet"|"191692946"|"119889593"
0|0|0|0|10|20|"Moist"|"191692947"|"119889594"
0|10|20|200|200|200|"Wet"|"191692947"|"119889595"
0|0|0|0|10|20|"Moist"|"191692948"|"119889596"
0|10|20|200|200|200|"Wet"|"191692948"|"119889597"
0|0|0|0|10|20|"Moist"|"191692949"|"119889598"
0|10|20|200|200|200|"Wet"|"191692949"|"119889599"
0|0|0|107|107|107||"191692950"|"119889600"
107|107|107|183|183|183|"Wet"|"191692950"|"119889601"
0|0|0|107|107|107||"191692951"|"119889602"
107|107|107|183|183|183|"Wet"|"191692951"|"119889603"
0|0|0|107|107|107||"191692952"|"119889604"
107|107|107|183|183|183|"Wet"|"191692952"|"119889605"
0|0|0|107|107|107||"191692953"|"119889606"
107|107|107|183|183|183|"Wet"|"191692953"|"119889607"
0|0|0|107|107|107||"191692954"|"119889608"
107|107|107|183|183|183|"Wet"|"191692954"|"119889609"
0|0|0|107|107|107||"191692955"|"119889610"
107|107|107|183|183|183|"Wet"|"191692955"|"119889611"
0|0|0|107|107|107||"191692956"|"119889612"
107|107|107|183|183|183|"Wet"|"191692956"|"119889613"
0|0|0|107|107|107||"191692957"|"119889614"
107|107|107|183|183|183|"Wet"|"191692957"|"119889615"
0|0|0|107|107|107||"191692958"|"119889616"
107|107|107|183|183|183|"Wet"|"191692958"|"119889617"
0|0|0|107|107|107||"191692959"|"119889618"
107|107|107|183|183|183|"Wet"|"191692959"|"119889619"
0|0|0|107|107|107||"191692960"|"119889620"
107|107|107|183|183|183|"Wet"|"191692960"|"119889621"
0|0|0|107|107|107||"191692961"|"119889622"
107|107|107|183|183|183|"Wet"|"191692961"|"119889623"
0|0|0|150|150|150|"Wet"|"191693070"|"119889660"
0|0|0|150|150|150|"Wet"|"191693071"|"119889661"
0|0|0|150|150|150|"Wet"|"191693072"|"119889662"
0|0|0|150|150|150|"Wet"|"191693073"|"119889663"
0|0|0|150|150|150|"Wet"|"191693074"|"119889664"
0|0|0|150|150|150|"Wet"|"191693075"|"119889665"
0|0|0|150|150|150|"Wet"|"191693076"|"119889666"
0|0|0|150|150|150|"Wet"|"191693077"|"119889667"
0|0|0|150|150|150|"Wet"|"191693078"|"119889668"
0|0|0|150|150|150|"Wet"|"191693079"|"119889669"
0|0|0|150|150|150|"Wet"|"191693080"|"119889670"
0|0|0|150|150|150|"Wet"|"191693081"|"119889671"
0|0|0|0|10|20|"Moist"|"191693082"|"119889672"
0|10|20|200|200|200|"Wet"|"191693082"|"119889673"
0|0|0|0|10|20|"Moist"|"191693083"|"119889674"
0|10|20|200|200|200|"Wet"|"191693083"|"119889675"
0|0|0|0|10|20|"Moist"|"191693084"|"119889676"
0|10|20|200|200|200|"Wet"|"191693084"|"119889677"
0|0|0|0|10|20|"Moist"|"191693085"|"119889678"
0|10|20|200|200|200|"Wet"|"191693085"|"119889679"
0|0|0|0|10|20|"Moist"|"191693086"|"119889680"
0|10|20|200|200|200|"Wet"|"191693086"|"119889681"
0|0|0|0|10|20|"Moist"|"191693087"|"119889682"
0|10|20|200|200|200|"Wet"|"191693087"|"119889683"
0|0|0|0|10|20|"Moist"|"191693088"|"119889684"
0|10|20|200|200|200|"Wet"|"191693088"|"119889685"
0|0|0|0|10|20|"Moist"|"191693089"|"119889686"
0|10|20|200|200|200|"Wet"|"191693089"|"119889687"
0|0|0|0|10|20|"Moist"|"191693090"|"119889688"
0|10|20|200|200|200|"Wet"|"191693090"|"119889689"
0|0|0|0|10|20|"Moist"|"191693091"|"119889690"
0|10|20|200|200|200|"Wet"|"191693091"|"119889691"
0|0|0|0|10|20|"Moist"|"191693092"|"119889692"
0|10|20|200|200|200|"Wet"|"191693092"|"119889693"
0|0|0|0|10|20|"Moist"|"191693093"|"119889694"
0|10|20|200|200|200|"Wet"|"191693093"|"119889695"
100|100|100|150|150|150|"Wet"|"191693262"|"119889840"
100|100|100|150|150|150|"Wet"|"191693263"|"119889841"
100|100|100|150|150|150|"Wet"|"191693264"|"119889842"
100|100|100|150|150|150|"Wet"|"191693265"|"119889843"
100|100|100|150|150|150|"Wet"|"191693266"|"119889844"
100|100|100|150|150|150|"Wet"|"191693267"|"119889845"
100|100|100|150|150|150|"Wet"|"191693268"|"119889846"
100|100|100|150|150|150|"Wet"|"191693269"|"119889847"
100|100|100|150|150|150|"Wet"|"191693270"|"119889848"
100|100|100|150|150|150|"Wet"|"191693271"|"119889849"
100|100|100|150|150|150|"Wet"|"191693272"|"119889850"
100|100|100|150|150|150|"Wet"|"191693273"|"119889851"
